nu_notific;nome;sexo;data_nasc;idade;cpf;nome_mae
13845270;Thaís Azevedo Sousa;feminino;2001-06-06;21;911.740.585-87;Amanda Azevedo Sousa
13847006;Samuel Cavalcanti Goncalves;masculino;1972-10-24;49;614.495.660-30;Clemilda Borges
13852378;Livia Almeida Sousa;feminino;1979-01-25;43;445.298.140-25;Josina Almeida Sousa
13853714;Emilly Goncalves Pereira;feminino;1945-01-21;77;407.259.669-80;Susan Loureiro
13854332;Ryan Carvalho Castro;masculino;1967-03-27;55;681.647.844-43;Gislaine Crispim
13855794;Carolina Cunha Rocha;feminino;1970-03-11;52;465.220.891-06;Marilei Cunha Rocha
13860365;Daniel Correia Rocha;masculino;1986-03-14;36;896.115.138-01;Guilherme Correia Rocha
13860865;Evelyn Goncalves Azevedo;feminino;1996-11-12;25;418.632.170-10;Aracy Goncalves Azevedo
13862511;Ágatha Castro Fernandes;feminino;2002-01-03;20;325.970.665-84;Joane Castro Fernandes
13862839;Leonor Rodrigues Barbosa;feminino;1989-10-19;32;139.628.722-13;Mirtes Rodrigues Barbosa
13863870;Gabriela Melo Martins;feminino;1946-07-28;76;878.819.994-03;Elizabethe Melo Martins
13864248;Arthur Barbosa Ferreira;masculino;1987-11-27;34;706.311.916-82;Odila Justino
13864789;Alex Cardoso Fernandes;masculino;1946-03-09;76;664.433.190-44;Caren Cardoso Fernandes
13866363;Brenda Goncalves Dias;feminino;1951-04-11;71;901.672.713-26;Alvina Goncalves Dias
13866417;Matilde Goncalves Almeida;feminino;1980-08-24;41;570.434.707-06;Ani Goncalves Almeida
13866768;Beatriz Goncalves Cardoso;feminino;1970-05-13;52;584.173.042-82;Elina Goncalves Cardoso
13867089;Lavinia Carvalho Pinto;feminino;1959-02-23;63;495.956.095-95;Jackeline Veiga
13870697;Bianca Melo Cavalcanti;feminino;1938-05-11;84;416.511.963-62;Lidiana Laureano
13871646;Sarah Melo Costa;feminino;1951-08-10;70;213.745.134-40;Thaissa Melo Costa
13872870;Samuel Souza Dias;masculino;1992-11-09;29;681.738.316-10;Raimunda Souza Dias
13873296;Leonor Oliveira Cardoso;feminino;1974-05-06;48;785.346.588-20;Georgina Oliveira Cardoso
13875055;Rafaela Oliveira Goncalves;feminino;1995-05-27;27;997.706.119-05;Silvana Oliveira Goncalves
13876646;Igor Barbosa Santos;masculino;1977-09-30;44;469.897.602-22;Evellyn Tobias
13878555;Diego Rodrigues Alves;masculino;1961-09-10;60;281.516.550-38;Andreia Rodrigues Alves
13880920;Tiago Martins Azevedo;masculino;1955-05-10;67;998.214.087-61;Guilherme Martins Azevedo
13885666;Mateus Ribeiro Gomes;masculino;2002-01-14;20;635.287.590-46;Jocelina Ribeiro Gomes
13889599;Erick Gomes Cunha;masculino;1949-10-13;72;188.416.067-03;Dionisia Gomes Cunha
13891070;Nicole Ferreira Goncalves;feminino;2001-09-21;20;927.529.181-00;Jucileide Muller
13891895;Kauã Gomes Sousa;masculino;1945-05-29;77;117.359.476-01;Aniele Cassimiro
13892190;Sarah Correia Gomes;feminino;1946-12-30;75;703.296.465-67;Ilse Correia Gomes
13894152;Carolina Ferreira Rocha;feminino;1976-08-05;46;702.096.197-59;Josieli Ferreira Rocha
13894964;Luís Almeida Martins;masculino;1957-01-10;65;694.647.469-47;Laiane Almeida Martins
13897020;Mariana Costa Azevedo;feminino;1977-11-17;44;143.963.966-35;Tauani Costa Azevedo
13897056;Gabriela Cavalcanti Cavalcanti;feminino;1961-06-03;61;963.313.907-40;Francidalva Marcelino
13900053;Emilly Correia Pereira;feminino;1993-11-12;28;742.190.187-60;Melina Correia Pereira
13900217;Leonardo Goncalves Goncalves;masculino;2002-08-07;20;599.509.041-02;Aurea Muller
13904020;Arthur Pinto Costa;masculino;2001-01-20;21;933.687.267-22;Stefani Pinto Costa
13904079;Antônio Cardoso Ferreira;masculino;1964-04-10;58;458.312.171-75;Fabiane Cardoso Ferreira
13904880;Gabriel Pereira Cardoso;masculino;1954-11-09;67;884.048.496-50;Rosilane Pereira Cardoso
13908420;Beatriz Cavalcanti Cunha;feminino;1952-12-02;69;713.324.876-02;Marili Cavalcanti Cunha
13913290;Murilo Goncalves Lima;masculino;1952-10-04;69;840.701.452-49;Andreza Goncalves Lima
13913465;Rafael Almeida Dias;masculino;1962-05-13;60;761.197.094-10;Zuleide Almeida Dias
13915264;Arthur Pinto Barros;masculino;1945-04-23;77;262.759.162-22;Laiane de Lourdes
13918817;Lavinia Sousa Silva;feminino;1990-04-05;32;803.167.436-15;Anete Sousa Silva
13921118;Marisa Almeida Sousa;feminino;1998-09-22;23;932.231.395-16;Evanilde Almeida Sousa
13923547;Clara Barros Castro;feminino;1956-01-15;66;148.260.858-85;Girleide Barros Castro
13927564;Rafaela Cunha Sousa;feminino;1937-03-05;85;120.358.781-36;Mariangela António
13930396;Eduardo Pinto Souza;masculino;1944-09-27;77;834.587.492-41;Aide Pinto Souza
13930807;Caio Cavalcanti Dias;masculino;1976-08-26;45;943.449.809-05;Marivalda Cavalcanti Dias
13934584;Rebeca Cardoso Dias;feminino;2002-10-23;19;374.794.442-65;Girlane Cardoso Dias
13936193;Felipe Carvalho Costa;masculino;1954-11-30;67;182.933.667-37;Karin Carvalho Costa
1393622;Murilo Gomes Martins;masculino;1987-02-15;35;955.068.320-60;Claudineia Gomes Martins
13937481;Gustavo Costa Araujo;masculino;1964-05-14;58;351.981.490-04;Stefanie Costa Araujo
13937507;Julian Carvalho Goncalves;masculino;1965-11-15;56;337.231.852-82;Zenilda Carvalho Goncalves
13939138;Clara Ferreira Azevedo;feminino;1973-12-14;48;373.498.805-53;Naide Ferreira Azevedo
13947978;Mateus Melo Pinto;masculino;1970-12-16;51;525.351.283-73;Gracilene Melo Pinto
13948008;Maria Santos Lima;feminino;1993-03-06;29;955.401.265-99;Marisete Balbino
13951365;Emily Pinto Lima;feminino;1955-01-14;67;713.066.136-47;Veronica Pinto Lima
13952196;Giovana Cunha Cavalcanti;feminino;1976-02-15;46;271.598.402-24;Isa Cunha Cavalcanti
13955495;Daniel Pinto Barbosa;masculino;1993-09-08;28;756.689.450-14;Lucia Pinto Barbosa
13955863;Vitór Azevedo Melo;masculino;1970-12-14;51;618.660.270-26;Leoni Azevedo Melo
13956567;Carolina Almeida Gomes;feminino;1981-07-21;41;706.578.739-77;Nayane Almeida Gomes
13959737;Fábio Rodrigues Barbosa;masculino;1938-09-17;83;329.847.131-33;Marcele Rodrigues Barbosa
13959751;Ágatha Goncalves Rocha;feminino;1980-09-03;41;895.839.918-05;Dagmar Goncalves Rocha
13961811;Lavinia Costa Fernandes;feminino;1971-11-17;50;616.285.471-03;Tabata Costa Fernandes
13962836;Matheus Cavalcanti Costa;masculino;1960-04-07;62;117.365.977-36;Priscila Cavalcante
13963062;Bruna Almeida Pereira;feminino;1988-01-09;34;202.583.255-93;Adriana Almeida Pereira
13963166;Bruno Pereira Rodrigues;masculino;1977-01-03;45;644.147.602-91;Carliane Santos
13966768;Diego Pinto Souza;masculino;1944-06-28;78;724.739.213-42;Vera Pinto Souza
13967537;Aline Correia Cavalcanti;feminino;1999-09-11;22;949.005.260-45;Luzineide Acosta
13968318;Gabriela Oliveira Goncalves;feminino;1981-04-03;41;757.894.145-32;Heloiza Oliveira Goncalves
13970800;Isabella Carvalho Azevedo;feminino;1982-12-22;39;888.424.341-67;Liria Carvalho Azevedo
13975357;Matilde Fernandes Lima;feminino;1995-03-21;27;176.415.722-27;Stefane Fernandes Lima
13978046;Lucas Lima Fernandes;masculino;1987-02-02;35;268.550.084-70;Efigenia Lima Fernandes
13982221;Paulo Pereira Rocha;masculino;1938-04-23;84;714.376.070-63;Michelle Pereira Rocha
13983387;Tiago Santos Almeida;masculino;1952-09-08;69;539.365.030-28;Cassilda Santos Almeida
13983547;Gabrielle Gomes Rocha;feminino;1984-03-16;38;796.142.019-32;Leila Gomes Rocha
13983588;Livia Souza Costa;feminino;1939-11-04;82;290.888.065-27;Emilly Peres
13985665;Estevan Almeida Gomes;masculino;1981-11-03;40;682.401.566-06;Simoni Almeida Gomes
13992652;José Souza Azevedo;masculino;1940-05-14;82;744.103.322-52;Irenice Souza Azevedo
13993590;Felipe Barros Souza;masculino;1948-07-10;74;152.804.585-89;Creusa Barros Souza
13995474;Bianca Carvalho Cunha;feminino;1988-07-04;34;852.375.950-65;Rosilei Madureira
13996420;Matilde Correia Gomes;feminino;1953-05-30;69;134.314.387-09;Iara de Sa
14001685;Isabella Pereira Almeida;feminino;1986-05-07;36;178.048.742-86;Stefany Pereira Almeida
14006397;Evelyn Ferreira Cavalcanti;feminino;1957-08-11;64;901.035.420-27;Rosina Ferreira Cavalcanti
14006558;Julieta Melo Cavalcanti;feminino;1942-05-13;80;194.697.836-11;Ida Melo Cavalcanti
14008570;Cauã Castro Correia;masculino;1981-01-28;41;618.227.971-01;Millena Pedro
14011716;Eduarda Melo Sousa;feminino;1987-02-05;35;114.209.734-01;Zelita Melo Sousa
14012597;Breno Ferreira Ferreira;masculino;1959-04-24;63;432.756.665-92;Salete Ferreira Ferreira
14013908;Danilo Goncalves Pereira;masculino;1955-11-19;66;605.972.696-88;Nathalia Goncalves Pereira
14016420;Otávio Ferreira Rocha;masculino;2002-02-25;20;283.440.157-82;Nailde Ferreira Rocha
14021570;Nicole Fernandes Rodrigues;feminino;1962-04-12;60;254.830.769-74;Greice Fernandes Rodrigues
14022109;Melissa Santos Santos;feminino;1982-02-20;40;734.627.083-50;Marizete Santos Santos
14023516;Antônio Souza Costa;masculino;1940-04-29;82;218.410.931-22;Elineide Souza Costa
14024476;Nicolas Oliveira Pinto;masculino;1997-06-28;25;152.799.675-13;Josiane Carlos
14024530;Manuela Alves Alves;feminino;1961-07-12;61;694.195.628-32;Aliete Alves Alves
14028071;Yasmin Souza Ferreira;feminino;1976-03-06;46;269.091.194-95;Genilda Souza Ferreira
14028537;Giovanna Rocha Goncalves;feminino;1961-05-31;61;822.016.748-33;Juciara Rocha Goncalves
14029354;Daniel Pinto Azevedo;masculino;1973-09-12;48;891.333.091-16;Kelli Pinto Azevedo
14033792;Camila Fernandes Cunha;feminino;1959-08-06;63;740.065.969-36;Natasha Fernandes Cunha
14034997;Bianca Pinto Cardoso;feminino;1985-03-25;37;920.172.763-16;Rosinei Pinto Cardoso
14035620;Luan Costa Santos;masculino;1944-02-18;78;245.719.308-79;Luci de Fatima Ferreira
14036118;Diogo Dias Castro;masculino;1943-04-01;79;544.159.103-00;Maricelia Dias Castro
14036674;Paulo Rocha Alves;masculino;1982-03-01;40;827.225.765-38;Camile Rocha Alves
14037201;Kaua Almeida Barros;masculino;1939-07-31;83;747.674.803-45;Margarida Almeida Barros
14038051;Melissa Carvalho Rodrigues;feminino;1965-08-22;56;636.511.305-68;Mirela Carvalho Rodrigues
14039683;Bruna Pinto Santos;feminino;1992-05-23;30;264.712.877-47;Nadine Pinto Santos
14042404;Isabelle Rocha Ribeiro;feminino;1992-12-07;29;559.653.435-82;Anelise Rocha Ribeiro
14043311;Miguel Pinto Cavalcanti;masculino;1972-02-29;50;331.938.919-08;Leonice Pinto Cavalcanti
14044062;Diogo Pinto Barbosa;masculino;1940-11-19;81;257.619.606-30;Crislane Pinto Barbosa
14045035;Júlio Santos Ribeiro;masculino;2003-04-04;19;873.427.647-52;Leontina Santos Ribeiro
14046594;Nicole Fernandes Melo;feminino;1957-02-25;65;337.471.631-81;Lorrany Fernandes Melo
14046975;Nicolash Sousa Rodrigues;masculino;1982-03-02;40;969.726.684-09;Brena de Castro
14049635;Evelyn Ribeiro Araujo;feminino;1991-03-12;31;498.738.857-06;Terezina Ribeiro Araujo
14051211;Luan Cavalcanti Cunha;masculino;1969-11-23;52;572.620.949-47;Magali Cavalcanti Cunha
14053673;Aline Pereira Azevedo;feminino;1993-08-22;28;595.316.431-99;Evani Meireles
14053848;Luiza Barbosa Ribeiro;feminino;1998-05-02;24;334.401.144-81;Estefani Barbosa Ribeiro
14054975;Larissa Barbosa Ribeiro;feminino;1991-03-31;31;290.648.508-01;Julia Barbosa Ribeiro
14057109;Otávio Cardoso Dias;masculino;1970-01-20;52;969.061.757-50;Erli Cardoso Dias
14057626;Raissa Rodrigues Ribeiro;feminino;1945-01-11;77;412.166.843-08;Elia Rodrigues Ribeiro
14058416;Amanda Goncalves Pereira;feminino;1943-01-15;79;708.880.272-49;Anny Ortiz
14063596;Davi Alves Cunha;masculino;1949-05-18;73;241.281.785-51;Debora Alves Cunha
14065733;Gustavo Azevedo Carvalho;masculino;1963-12-17;58;244.033.715-31;Claudineia Azevedo Carvalho
14067829;Erick Pereira Gomes;masculino;1964-02-29;58;621.387.552-23;Valdecir Pereira Gomes
14068397;Diego Souza Carvalho;masculino;1954-09-28;67;550.215.972-80;Expedita Souza Carvalho
14068941;Julia Ribeiro Cardoso;feminino;1951-05-21;71;722.021.207-00;Jailda Ribeiro Cardoso
14069532;Matheus Dias Carvalho;masculino;1980-09-01;41;808.808.726-08;Layla Dias Carvalho
14073785;Vitór Pereira Melo;masculino;1978-01-20;44;488.809.898-04;Andrezza Pereira Melo
14074408;Rebeca Almeida Barbosa;feminino;1974-04-07;48;307.931.712-29;Rachel Magalhaes
14076116;Vitor Lima Gomes;masculino;1968-12-12;53;733.564.245-05;Viviam Simoes
14076554;Ágatha Lima Fernandes;feminino;1993-01-19;29;435.422.130-63;Iraci Lima Fernandes
14077514;Sarah Alves Fernandes;feminino;1989-04-06;33;714.762.317-70;Andresa Alves Fernandes
14077557;Yasmin Martins Correia;feminino;1949-12-30;72;865.983.864-54;Magnolia Martins Correia
14084821;Marisa Azevedo Alves;feminino;1978-05-17;44;888.170.253-30;Renata Azevedo Alves
14086798;Giovanna Rocha Oliveira;feminino;1985-10-20;36;290.848.442-03;Lenilda Vasconcelos
14087387;Breno Oliveira Oliveira;masculino;1975-10-15;46;287.709.652-18;Naila Oliveira Oliveira
14090437;Diego Rocha Costa;masculino;1943-08-23;78;542.843.302-76;Rogeria Aguiar
14090855;Julieta Fernandes Oliveira;feminino;1949-10-20;72;949.993.724-28;Kelen Fernandes Oliveira
14092023;Leonardo Cardoso Oliveira;masculino;1965-02-28;57;627.498.116-00;Maiane de Fatima da Silva
14094639;Bianca Dias Barbosa;feminino;1941-07-29;81;193.447.468-18;Efigenia Dias Barbosa
14094912;Paulo Almeida Almeida;masculino;1983-11-25;38;212.959.052-72;Iraildes Almeida Almeida
14095499;Matheus Fernandes Carvalho;masculino;1956-10-29;65;910.264.663-34;Janeide Fernandes Carvalho
14097554;Lara Goncalves Pinto;feminino;1967-10-29;54;744.790.999-80;Ludimila Goncalves Pinto
14099869;Amanda Silva Barros;feminino;1945-07-01;77;493.554.429-55;Cleidiane Silva Barros
14104425;Marisa Barros Fernandes;feminino;1987-10-08;34;347.749.351-66;Sidineia Gimenes
14111667;Giovana Carvalho Cardoso;feminino;1979-05-17;43;880.599.608-49;Malvina Carvalho Cardoso
14111699;Douglas Cavalcanti Ribeiro;masculino;1999-01-19;23;155.401.683-56;Roseli Costa
14113714;Ana Rocha Oliveira;feminino;1961-03-17;61;193.685.919-03;Leonardo Branco
14113824;Livia Cunha Rodrigues;feminino;2000-04-08;22;239.483.893-06;Naiane Cunha Rodrigues
14115768;Yasmin Carvalho Martins;feminino;1984-02-07;38;544.229.736-49;Neuma Carvalho Martins
14116486;Rafaela Rocha Goncalves;feminino;1942-07-08;80;846.106.556-59;Lusia Pereira de Souza
14122998;Igor Cardoso Costa;masculino;1940-06-24;82;638.519.226-11;Ida Cardoso Costa
14123637;Ágatha Alves Melo;feminino;1991-12-11;30;358.714.643-86;Rubia Alves Melo
14123917;Luiz Cavalcanti Goncalves;masculino;1980-12-07;41;646.839.595-00;Viviane Cavalcanti Goncalves
14124062;Luis Goncalves Oliveira;masculino;1973-08-10;48;590.345.816-59;Gilma Goncalves Oliveira
14125964;Emily Fernandes Costa;feminino;1940-12-26;81;711.022.013-32;Karina Fernandes Costa
14125971;Miguel Pinto Santos;masculino;1975-09-13;46;722.732.511-30;Rosiele de Lurdes
14127823;Julieta Costa Dias;feminino;1970-11-28;51;418.231.786-69;Olga Costa Dias
14128234;Vinícius Cardoso Oliveira;masculino;1993-02-05;29;494.254.318-50;Adila Cardoso Oliveira
14128798;Vitória Rodrigues Melo;feminino;1999-08-28;22;793.586.870-02;Karolaine Pedroso
14129365;Bruno Sousa Lima;masculino;1999-08-07;23;398.045.733-85;Ane Sousa Lima
14129966;Gabriel Barros Pereira;masculino;1987-11-19;34;939.262.431-04;Marilena Barros Pereira
14129975;Isabelle Azevedo Goncalves;feminino;1994-05-19;28;630.137.117-87;Fernando Azevedo Goncalves
14137475;Letícia Cardoso Barbosa;feminino;1964-09-14;57;785.681.316-46;Flavia Cardoso Barbosa
14138250;Vinícius Ferreira Martins;masculino;1959-02-08;63;633.570.548-68;Lourdes Ferreira Martins
14138793;Isabela Ribeiro Azevedo;feminino;1999-11-28;22;443.040.075-05;Gilvanete Ribeiro Azevedo
14148934;Erick Correia Pinto;masculino;1983-07-06;39;377.569.245-25;Elita Correia Pinto
14149427;Eduarda Martins Ferreira;feminino;1946-08-14;75;193.898.620-27;Zuleica Martins Ferreira
14151796;Guilherme Ferreira Lima;masculino;1939-10-12;82;138.229.340-20;Alini Ferreira Lima
14153329;Rafael Dias Rocha;masculino;1938-02-23;84;582.217.338-14;Marilete Dias Rocha
14154348;Douglas Cavalcanti Barbosa;masculino;1989-05-08;33;691.595.806-15;Graciete Cavalcanti Barbosa
14154985;Gabriela Melo Cardoso;feminino;1977-02-25;45;374.914.527-01;Cailane Patrocinio
14158038;João Melo Sousa;masculino;1993-02-08;29;908.882.961-69;Jacira Melo Sousa
14161235;Bianca Sousa Rocha;feminino;1951-08-19;70;199.910.218-50;Giselda Francelino
14161731;Tânia Barbosa Almeida;feminino;1997-08-14;24;651.516.691-50;Tamires Barbosa Almeida
14163277;Erick Rodrigues Cavalcanti;masculino;2003-01-12;19;105.026.117-82;Maysa Rodrigues Cavalcanti
14164267;Danilo Martins Barbosa;masculino;1998-03-19;24;632.910.224-40;Fernando Izidoro
14165240;Luan Melo Azevedo;masculino;1998-07-26;24;583.709.781-34;Kauane Honorato
14166247;Luiza Ribeiro Cavalcanti;feminino;1976-12-30;45;392.084.4483-12;Nadja Ribeiro Cavalcanti
14166334;Yasmin Costa Almeida;feminino;1995-11-20;26;424.591.890-01;Laide Costa Almeida
14166785;Giovana Melo Gomes;feminino;1978-02-21;44;441.505.970-81;Dilce Melo Gomes
14167177;Júlio Fernandes Cunha;masculino;1981-01-20;41;652.969.044-19;Gabriel Fernandes Cunha
14169400;Marisa Santos Gomes;feminino;1998-03-10;24;271.875.302-18;Ednalva Santos Gomes
14169873;Rafael Goncalves Melo;masculino;1994-01-08;28;804.031.902-15;Mirele Matias
14171929;Camila Lima Castro;feminino;1982-03-10;40;168.530.627-60;Rainara Lima Castro
14173572;Sofia Cardoso Cavalcanti;feminino;1938-04-21;84;684.097.121-05;Esmeralda Cardoso Cavalcanti
14174371;José Castro Dias;masculino;1948-11-21;73;142.108.244-61;Vanderli Castro Dias
14174519;Luan Santos Oliveira;masculino;1987-04-11;35;526.582.685-80;Amalia Santos Oliveira
14175479;Erick Cunha Silva;masculino;1972-07-28;50;624.931.154-81;Selia Cunha Silva
14176628;Marisa Barros Rocha;feminino;1996-09-04;25;503.934.801-00;Gema Barros Rocha
14176988;Vitor Pinto Barros;masculino;1977-11-26;44;105.698.877-04;Jeniffer Pinto Barros
14177369;Isabelle Costa Pereira;feminino;1998-01-08;24;974.438.723-80;Roselene Costa Pereira
14181808;Erick Ferreira Dias;masculino;1989-08-31;32;110.542.472-34;Grazieli Ferreira Dias
14181921;Sofia Alves Castro;feminino;1951-10-09;70;574.429.202-09;Emiliana Alves Castro
14183094;Manuela Rocha Cunha;feminino;1936-12-23;85;597.918.373-68;Lizete Rocha Cunha
14184922;Estevan Cavalcanti Fernandes;masculino;1954-08-04;68;977.725.394-01;Noemia Cavalcanti Fernandes
14186955;Vitória Martins Alves;feminino;1942-01-24;80;319.983.738-78;Clementina Martins Alves
14187167;Isabella Araujo Castro;feminino;1982-02-16;40;985.978.570-80;Beatriz Araujo Castro
14190357;Joao Cavalcanti Silva;masculino;2002-12-03;19;433.844.589-07;Riana Cavalcanti Silva
14191579;Carlos Ferreira Carvalho;masculino;1963-11-22;58;390.343.970-33;Cleudiane Ferreira Carvalho
14192738;Júlio Cardoso Melo;masculino;1974-12-31;47;341.701.304-64;Cirene Cardoso Melo
14193224;Giovanna Oliveira Santos;feminino;1975-08-14;46;969.881.615-11;Josieli de Franca
14193561;Isabelle Rodrigues Cardoso;feminino;1984-03-12;38;256.172.509-06;Carolaine Rodrigues Cardoso
14194675;Otávio Dias Dias;masculino;1991-06-10;31;229.198.755-07;Natalicia Dias Dias
14197810;João Carvalho Alves;masculino;1951-09-25;70;801.341.712-33;Adalgisa Carvalho Alves
14201316;Alex Cardoso Carvalho;masculino;1951-04-05;71;790.075.413-07;Joaquina Cardoso Carvalho
14205604;Tiago Oliveira Goncalves;masculino;1940-04-10;82;413.954.291-89;Manuele Oliveira Goncalves
14210664;Ryan Araujo Correia;masculino;1966-05-27;56;437.500.360-04;Valdilene Messias
14211783;Diego Lima Cardoso;masculino;1994-05-04;28;859.458.275-76;Marisa Lima Cardoso
14215255;Sophia Pinto Martins;feminino;1969-03-13;53;875.807.464-33;Jessiane Muller
14215297;Erick Fernandes Barbosa;masculino;1998-05-06;24;452.786.808-06;Louise Fernandes Barbosa
14215720;Nicolash Silva Carvalho;masculino;1999-10-13;22;666.244.425-14;Anelise Silva Carvalho
14216705;Kai Sousa Goncalves;masculino;1995-04-27;27;732.034.641-95;Manuele Sousa Goncalves
14216943;Davi Ribeiro Pereira;masculino;1937-04-21;85;346.669.385-32;Laise Ribeiro Pereira
14217016;Vitoria Souza Melo;feminino;1944-05-19;78;751.679.634-43;Gabriel Souza Melo
14218623;Letícia Castro Barbosa;feminino;1965-12-27;56;295.510.037-48;Lorrany Castro Barbosa
14218699;Bruna Pinto Rocha;feminino;2000-12-11;21;168.782.373-19;Amabile Pinto Rocha
14219010;Matheus Alves Cavalcanti;masculino;1978-10-06;43;786.729.373-68;Tatiani Alves Cavalcanti
14219563;Laura Carvalho Goncalves;feminino;1983-04-11;39;482.944.312-06;Zuleica Carvalho Goncalves
14225467;Igor Ferreira Barros;masculino;1969-01-14;53;743.774.421-04;Diomar do Amparo
14227396;Giovana Rodrigues Pereira;feminino;1970-07-23;52;255.022.356-02;Edilene Rodrigues Pereira
14227997;Vitoria Rocha Martins;feminino;1979-12-09;42;589.010.455-16;Vanessa Rocha Martins
14228773;Arthur Ribeiro Pinto;masculino;1965-01-15;57;227.808.284-12;Zelinda Ribeiro Pinto
14229552;Rebeca Azevedo Martins;feminino;1975-12-19;46;576.162.003-03;Elisia Azevedo Martins
14229625;Evelyn Alves Azevedo;feminino;1984-10-10;37;887.094.058-60;Mislene Alves Azevedo
14233363;Emilly Alves Souza;feminino;1993-06-26;29;324.932.352-74;Nicolle da Costa
14234518;Gabrielly Gomes Pinto;feminino;1937-09-20;84;234.377.002-60;Roselaine Gomes Pinto
14239509;Otávio Dias Barbosa;masculino;1996-01-05;26;852.933.893-60;Mariah Dias Barbosa
14240241;Gabriel Goncalves Souza;masculino;1986-12-26;35;643.264.853-02;Ercilia Goncalves Souza
14241860;Manuela Pinto Almeida;feminino;1936-12-18;85;570.115.989-28;Hanna Pinto Almeida
14246566;Camila Pereira Barros;feminino;1995-05-30;27;612.583.574-02;Ruti Pereira Barros
14251539;Igor Carvalho Almeida;masculino;1954-04-09;68;604.288.557-09;Kenia Carvalho Almeida
14252025;André Pereira Rocha;masculino;1965-08-16;56;469.301.240-87;Laise Pereira Rocha
14252770;Vinícius Rocha Ribeiro;masculino;1946-01-11;76;909.354.734-83;Lucelia Rosa dos Santos
14259891;Douglas Araujo Pereira;masculino;1989-02-23;33;348.295.604-95;Elizete Araujo Pereira
14260031;Luan Carvalho Ribeiro;masculino;1947-09-09;74;125.295.828-58;Bianca Soares
14260033;Luiza Cardoso Gomes;feminino;1938-04-23;84;884.532.297-16;Edlaine Cardoso Gomes
14260996;Julia Santos Rodrigues;feminino;1937-08-09;85;548.579.864-00;Ticiane Santos Rodrigues
14261351;Clara Cunha Lima;feminino;1942-06-26;80;530.751.682-70;Aida Cunha Lima
14262668;Julia Sousa Correia;feminino;1941-07-28;81;518.166.069-01;Valdecir Sousa Correia
14264516;Caio Gomes Carvalho;masculino;1940-04-16;82;822.528.690-11;Nelia Gomes Carvalho
14267147;Evelyn Sousa Souza;feminino;1976-03-25;46;776.092.880-71;Rosania Sousa Souza
14267150;Raissa Martins Martins;feminino;1977-08-25;44;332.210.842-26;Rosemara Martins Martins
14268929;Leonardo Oliveira Barros;masculino;1995-06-12;27;718.140.278-15;Jocilene Oliveira Barros
14268953;Júlia Ribeiro Cavalcanti;feminino;1992-07-12;30;989.856.081-93;Ivanildes Ribeiro Cavalcanti
14270187;Letícia Ribeiro Oliveira;feminino;1966-06-21;56;872.059.243-40;Lucilene Ribeiro Oliveira
14271944;Manuela Castro Almeida;feminino;1953-08-11;68;342.730.553-84;Evilin Castro Almeida
14272139;Amanda Pinto Almeida;feminino;1992-05-20;30;379.541.549-71;Rosileia Pinto Almeida
14273004;Matilde Rodrigues Rodrigues;feminino;1993-06-06;29;968.414.880-16;Mylena Rodrigues Rodrigues
14274680;Daniel Ferreira Azevedo;masculino;1937-05-15;85;751.658.133-04;Eni Ferreira Azevedo
14276373;André Almeida Sousa;masculino;2001-09-16;20;244.759.220-54;Lindaci Almeida Sousa
14276912;Sarah Dias Cunha;feminino;1975-11-04;46;713.746.435-13;Aldineia Dias Cunha
14278443;Sofia Azevedo Goncalves;feminino;1944-10-10;77;666.502.141-67;America Azevedo Goncalves
14278463;Gabriela Barros Araujo;feminino;1943-04-09;79;396.402.292-61;Maiane Barros Araujo
14279045;Giovanna Melo Correia;feminino;1983-10-17;38;284.654.380-13;Osana Simplicio
14285512;Samuel Silva Almeida;masculino;1995-09-10;26;151.957.331-63;Kauani Silva Almeida
14292565;Pedro Ribeiro Costa;masculino;1953-02-22;69;588.272.690-53;Gislene Monteiro
14294679;Danillo Cunha Oliveira;masculino;2002-01-10;20;385.171.944-11;Gessica Cunha Oliveira
14296071;Kauê Carvalho Santos;masculino;1951-10-24;70;537.333.210-06;Betina Carvalho Santos
14298762;Gabrielle Souza Araujo;feminino;1962-04-01;60;184.285.382-12;Carmem Souza Araujo
14299072;Fábio Lima Souza;masculino;1951-06-16;71;142.494.783-94;Neci Siqueira
14302458;Evelyn Rocha Barbosa;feminino;1942-07-24;80;293.245.659-82;Natasha Rocha Barbosa
14304229;Sarah Barros Almeida;feminino;1968-06-16;54;328.625.064-35;Fca Barros Almeida
14305584;Leila Rodrigues Oliveira;feminino;1997-10-09;24;440.237.645-90;Martha Rodrigues Oliveira
14305938;Rebeca Rodrigues Pinto;feminino;1955-11-10;66;838.904.402-15;Durvalina Rodrigues Pinto
14306150;Joao Santos Sousa;masculino;1957-10-05;64;165.521.354-75;Emanuely Santos Sousa
14307907;Thaís Rocha Alves;feminino;1972-07-03;50;272.085.452-27;Cassia Rocha Alves
14311510;Kauan Barbosa Oliveira;masculino;1986-08-25;35;996.038.863-86;Lorrane Barbosa Oliveira
14313643;Julieta Azevedo Cardoso;feminino;1996-03-14;26;586.807.946-94;Sinara Azevedo Cardoso
14318015;Alice Ribeiro Rodrigues;feminino;1984-08-08;38;344.708.348-40;Natalina Ribeiro Rodrigues
14318558;Rafaela Sousa Pinto;feminino;1951-11-05;70;403.259.900-93;Antonieta Sousa Pinto
